"nome","resumo","coordenador"
"PROEALC - PROGRAMA DE ESTUDOS DE AMÉRICA LATINA E CARIBE","O programa de estudos de américa latina e caribe (proealc) foi criado no ano de 1982 no centro de ciências sociais (ccs/uerj) no pavilhão joão lyra filho sala 8018 bloco e. Constitui-se como um centro interdisciplinar referência nacional e internacional em pesquisa documentação orientação de estudos e atividades de extensão. Objetivos do projeto: 1) promover a vivência pelos bolsistas de extensão de práticas acadêmicas políticas e sociais principalmente através da leitura de textos de formação da realização de entrevistas redação de artigos acadêmicos discussão e confecção de informativo apresentação em congressos e da análise de levantamentos estatísticos; 2) promover o intercâmbio entre instituições de ensino superior da américa latina sobre a realidade dos países latino-americanos e 3) manter um banco de dados sistematizado e atualizado disponível aos pesquisadores sobre temas pertinentes aos países latino-americanos. As análises dos registros mais significativos desse material são sistematizadas e apresentadas no site www.Proealc.Uerj.Br via boletim virtual proealc. Metodologia de avaliação: 1) acompanhamento sistemático das atividades desenvolvidas no projeto; 2) realização de grupos de estudos; 3) reuniões de equipe; 4) publicações de livros e artigos em anais e congressos e revistas científicas; 5) atualização do site do proealc com atividades desenvolvidas no projeto; 6) reavaliação e operacionalização do desenvolvimento do projeto; 7) elaboração de relatórios conjuntos; 8) aprovação de trabalhos em congressos e seminários; 9) procura do acervo do projeto por pesquisadores; 10) elaboração de análises qualitativas e qualitativas com o material coletado; 11) participação de pesquisadores nos eventos promovidos no âmbito do projeto; 12) consulta aos dados divulgados e 13) realização de parcerias nacionais e internacionais.","Silene De Moraes Freire"
"GESTÃO DE PROJETOS CULTURAIS NA FACULDADE DE TECNOLOGIA - DA UNIVERSIDADE PARA A COMUNIDADE","O projeto visa promover ações de acesso à cultura e à expressão artística em suas diversas formas atuando como uma ponte entre a comunidade acadêmica e a casa de cultura macedo miranda no município de resende onde a faculdade de tecnologia está localizada. As atividades culturais incluem criação contemplação e entendimento da arte além de interação logística com o departamento de cultura (decult) e a casa de cultura para a realização de exposições da uerj em resende e municípios vizinhos. O objetivo é fomentar a participação dos alunos nas áreas de criação e expressão artística incentivando seu envolvimento em projetos culturais. O espaço cultural da faculdade de tecnologia será um local de destaque para a promoção da arte e da cultura oferecendo exposições encontros palestras e oficinas práticas que proporcionam à comunidade um canal para expressão e crescimento cultural. Além disso o projeto busca fortalecer a integração entre a universidade e a comunidade local promovendo a valorização da diversidade cultural e o desenvolvimento sustentável na região do médio paraíba envolvendo povos originários e comunidades quilombolas.","Elaine Ferreira Torres"
"CARTOGRAFIAS DO SAMBA UERJ","O projeto é uma iniciativa acadêmica em defesa da cultura popular brasileira e de uma das suas formas coreográfico-musicais mais representativas: o samba carioca. O seu objetivo precípuo será registrar após rigorosa pesquisa realizada por uma equipe de profissionais da universidade em eventual parceria com docentes de outras instituições públicas o legado dos maiores nomes vivos desse gênero artístico privilegiando aqueles que vivem e atuam no estado do rio de janeiro. O trabalho vem se dedicado a ser editado em livro com acervo e imagens no caso de artistas plásticos carnavalescos ou outros profissionais vinculados aos desfiles das escolas de samba e ao gênero abordado a serem previamente selecionados pela equipe integrante do projeto. Além de material audiovisual artigos acadêmicos e exposições objetivando a difusão da pesquisa e do projeto. Serão ainda convidadas a integrar o projeto aquelas entidades que se dedicam à pesquisa preservação e difusão do samba em nosso estado como as agremiações carnavalescas da cidade e grupos que se (re)inscrevem em grafias diversas em prol da cultura popular e em especial do samba. O projeto consta com a publicação de cartografias traçadas pelos caminhos em que o samba fez e faz ao se conectar e permanecer como grande expressão da cultura popular. Promovendo a interação social da universidade com a comunidade.","Andressa Elisa Lacerda"
"BAIXADA METAL: REGISTRO AUDIOVISUAL DE CULTURAS JOVENS PERIFÉRICAS","O projeto de extensão ""baixada metal: registro audiovisual de culturas jovens periféricas"" iniciou em 2014 tendo por objetivo a realização de uma série de documentários sobre a cena da música rock e metal da baixada fluminense (com ênfase inicial no heavy metal e no hardcore-punk) com a produção de um curta-metragem e dois média-metragem (“ baixada metal – 1º corte” e “reversão sonora” canais youtube laborav – febf e baixada metal – febf) parcerias com os projetos de pesquisa e extensão “canal laborav: televisão educação e periferia” e “laboratório de rádio experimental educativo-comunitário em bairro do município de duque de caxias” a rádio kaxinawá projeto que conta com um laboratório de rádio e um estúdio de som e música. Novas atividades foram sendo incorporadas ao projeto em continuidade à pesquisa do coordenador sobre negros no metal em duque de caxias em paralelo às disciplinas lecionadas e por sugestões de colegas estudantes e comunidade externa integrantes das cenas rock metal e hip hop da baixada. A inclusão da cultura hip hop por demanda de estudantes participantes do movimento se deu em 2024 resultado do tema abordado na eletiva “música juventude e periferia” vinculada ao projeto e à rádio kaxinawá pela criação das leis estaduais de cultura hip hop e batalhas de rimas educacionais nas escolas 10.180/2023 e 10.384/2024 e pelos paralelos entre a história e os temas críticos e relativos à realidade das periferias nas duas culturas jovens – e origem nas culturas negras das américas. As atividades do projeto atualmente englobam eventos acadêmicos e de extensão sobre a cultura rock e heavy metal na baixada fluminense abertos à comunidade externa (cine metal educa) grupo de estudos e de pesquisa (negros no metal) podcasts realizados em parceria com a rádio kaxinawá com participantes do projeto alunos e comunidade externa. A produção audiovisual do projeto está direcionada para a gravação e filmagens de podcasts (videocasts).","Pedro Alvim Leite Lopes"
"PROJETO CORAL UERJ","Propiciar à comunidade interna e externa através do canto em conjunto a prática da linguagem artística musical. Os seus diversos grupos: coral altivoz( desde1993) coral unati -neh coral infantil do cap uerj coral do meio-dia em coral híbrido multicampi. Anos (coral altivoz) dirigidos a públicos de características específicas promovem por meio de suas atividades (ensaios regulares e extraordinários apresentações gravação e intercâmbios) integração de diversos setores da universidade e comunidade externa e intensa programação cultural. Os conjuntos realizam mais de 40 apresentações anuais marcando sua presença em importantes datas do calendário universitário e promovendo uma interação entre os diversos departamentos e institutos ao mesmo tempo que representa a universidade no brasil e exterior através de intercâmbios culturais publicação de livros e edição de cd's divulgando prioritariamente a música brasileira através de concertos oficinas e workshops. Podemos citar entre outros benefícios aos participantes o cuidado com a saúde vocal o autoconhecimento da voz como instrumento de expressão o exercício da criatividade e o trabalho em equipe além da ampliação dos horizontes culturais realizando música de diversas geografias e períodos da história. Nos tempos de atividades remotas continuamos com encontros semanais em plataformas digitais e iniciamos a produção de gravações digitais de áudio e vídeo. Estamos passando por um período transformações em relação ao uso de tecnologia e mesmo de acesso ao conhecimento com profundas influências na forma de se fazer arte. Nossa produção remota nos últimos anos aponta para o sentido de aprimoramento das ferramentas tecnológicas bem como o desenvolvimento de novas linguagens artísticas.","Mario Robert Assef"
"ESCAPE – LABORATÓRIO DE EXPERIMENTAÇÃO CÊNICA DO CAP-UERJ","O projeto prevê a continuidade de um laboratório de experimentação e investigação cênica teatral com alunos do segundo segmento do ensino fundamental e do ensino médio do instituto de aplicação fernando rodrigues da silveira (cap-uerj) atendendo à demanda de alunos que buscam maior aprofundamento na linguagem teatral e proporcionando um espaço de experimentação e desenvolvimento de metodologias de ensino teatral. Prevê também apresentações cênicas para a comunidade escolar momento em que o projeto atua mais explicitamente ""fora dos muros da escola"".","Mariana Silva Oliveira"
"POÉTICAS DE EXPERIMENTAÇÃO: A LINGUAGEM DA CRIAÇÃO LITERÁRIA PARA JOVENS","O projeto se volta para o desenvolvimento de atividades de experimentação estética verbal trabalhando diferentes poéticas (visual vocal performática) da criação do objeto literário. Pretende assim tanto produzir experiências formativas para jovens interessados na literatura enquanto forma de conhecimento e de experiência do mundo quanto obras artísticas que possam circular socialmente em âmbitos diversos. As ações de criação literária produzidas pelo projeto seriam portanto voltadas tanto aos espaços institucionais da universidade do estado do rio de janeiro e de outras instituições públicas que desenvolvam projetos ligados à criação literária como também aos circuitos da vida literária da cidade do rio de janeiro (saraus coletivos eventos de produtores culturais diversos em especial os de produção gráfica e confecção de zines livros artesanais etc.). A prática de criação proposta combina oficinas de exercícios de escrita e leitura literárias semanais combinadas à elaboração de projetos semestrais em que um objeto artístico ou evento cultural de maior amplitude (sarau leitura dramatizada intervenção/performance poética) é concretizado a partir do acúmulo dos diferentes procedimentos com a linguagem experimentados. Como modo de estabelecimento de diálogo com o universo da produção poética contemporânea dentro dos espaços das oficinas semanais institui-se a visita de artistas contemporâneos que trabalham a palavra. Pretende-se dessa maneira uma diversificação das relações entre a produção artística no espaço urbano e as instituições que analisam e produzem conhecimento crítico acerca dessa produção. Igualmente pretende-se que o trabalho com jovens forneça subsídios para a discussão da instância criativa como experiência de produção de saber acerca do fenômeno literário reunindo material crítico para a discussão do lugar da produção artística na disciplina literatura especificamente no ensino básico e na formação do profissional de letras.","Lucas De Mello Cabral e Matos"
"VIRAMUNDO: LABORATÓRIO DE GEOGRAFIAS POPULARES - FORMAÇÃO DE PÚBLICO","O viramundo: laboratório de geografias populares “formação de público” é um projeto que existe desde 2018. Ele foi concebido para trabalhar com os alunos(as) da uerj que são em grande parte oriundos famílias das classes trabalhadoras. Trata-se de uma iniciativa que visa dois objetivos complementares: 1. Ofertar e estimular alunos(as) dos cursos da uerj a frequentarem espetáculos teatrais shows concertos de música instrumental e visitas à museus. Isso porque entendemos que a formação universitária não se restringe apenas aos conteúdos programáticos dos diferentes cursos. 2. Criar oportunidades de convívio dos amigos e familiares dos alunos(as) na nova jornada que esse indivíduo atravessa. Isso porque quando um sujeito acessa a universidade seu universo de interesses se amplia. Muitas vezes ele passa a frequentar novos espaços longe do convívio familiar original. Isso pode causar uma fissura nos vínculos de afeto dos alunos. Em resumo o projeto visa contribuir na democratização do acesso à cultura através de ações de formação de público a curto e médio prazo.","Julia Santos Cossermelli De Andrade"
"POESIA FICÇÃO E CRÍTICA: EXERCÍCIOS COM AUTOR EXERCÍCIOS DE AUTOR","Projeto de extensão que objetiva fomentar o conhecimento a leitura e o debate dos livros de autores brasileiros contemporâneos na universidade de forma sistemática com ênfase na atividade crítica elaborada a partir desses encontros por críticos também convidados para este fim. Visa também oferecer aos alunos oficinas de criação literária coordenadas por escritores com experiência nessa dinâmica e de crítica coordenadas por críticos reconhecidos. O projeto prevê encontros com escritores críticos editores tradutores e demais agentes ligados à publicação de livros no presente.","Lucas Bandeira De Melo Carvalho"
"CINE CLIO-PSYCHÉ: CINEMA E ARTE COMO RECURSOS DE ENSINO E DIVULGAÇÃO DA HISTÓRIA DA PSICOLOGIA","O projeto de extensão cine clio-psyché é uma atividade integrante do instituto de psicologia da universidade do estado do rio de janeiro (uerj). Tem por objetivo realizar apresentações de filmes acompanhadas de debates no campo da historiografia da psicologia da psiquiatria ou da psicanálise. Conta com a presença de convidados para discutir os filmes. As sessões são realizadas com periodicidade mensal (em um dia fixo por exemplo todas as últimas segundas-feiras de cada mês) contando com a seguinte dinâmica: os filmes são escolhidos com antecedência nas reuniões do clio-psyché após amplo debate de seus membros. Em seguida os bolsistas se encarregam de escolher os debatedores e finalmente da organização divulgação e execução do evento propriamente dito. No dia de sua realização os debatedores são responsáveis por alavancar a discussão a partir do filme trazendo assuntos de suas sistematizações teóricas e pesquisas desenvolvidas.","Filipe Degani Carneiro"
"LABORATÓRIO DE PRÁTICAS EM ARTE E EDUCAÇÃO","Esse projeto tem por objetivo a consolidação do laboratório de práticas em arte e educação aqui denominado programa educativo dentro da coordenadoria de exposições (coexpa). O programa prevê as formações técnicas e teóricas relativas à arte-educação além de formação voltada às práticas de mediação cultural. Ademais temos como propósito a realização de visitas mediadas e demais atividades educativas paralelas às exposições da coexpa/ decult traçando parcerias com escolas estaduais e municipais e outras instituições localizadas no entorno da universidade do estado do rio de janeiro campus maracanã onde se localizam as galerias candido portinari gustavo schnoor galeria da passagem a galeria de artes visuais localizada na ffp e também o espaço expositivo do campus de nova friburgo (iprj).","Ana Tereza Prado Lopes"
"NÚCLEO DE CULTURA POPULAR","O núcleo de cultura popular é um projeto de extensão universitária que se afirma como um espaço privilegiado de articulação entre universidade e sociedade reunindo pesquisadores docentes artistas agentes culturais e estudantes de graduação e pós-graduação em torno da valorização das expressões artísticas e culturais populares. Por meio de ações extensionistas o núcleo promove o intercâmbio de saberes acadêmicos e comunitários desenvolvendo atividades como estudos encontros seminários oficinas exposições e publicações. Essas iniciativas não apenas fortalecem o compromisso social da universidade mas também ampliam o reconhecimento da diversidade e da pluralidade cultural como fundamentos para a construção de uma sociedade mais inclusiva crítica e democrática.","Valéria Leite De Aquino"
"CONHECENDO O PATRIMÔNIO ARQUITETÔNICO DE PETRÓPOLIS/RJ.","A cidade de petrópolis dispõe de um valioso e diversificado patrimônio arquitetônico e urbanístico representativo dos períodos imperial e republicano brasileiro compreendidos entre os séculos xix e xx encontrados em bom estado de conservação. Além das expressões neoclássica eclética e art déco a cidade também reúne importante e relativamente pouco conhecido patrimônio arquitetônico modernista. Apesar desta constatação levantamentos realizados em instituições públicas vinculadas à preservação do patrimônio histórico revelaram que as fontes bibliográficas existentes particularmente no que se referem à produção arquitetônica petropolitana tendem a privilegiar abordagens que destacam seus aspectos mais caracteristicamente históricos frequentemente vinculados à própria história da cidade e de seus protagonistas em detrimento aos aspectos mais puramente artísticos e arquitetônicos. Neste sentido e no contexto associado à implantação do curso de graduação em arquitetura e urbanismo pela universidade do estado do rio de janeiro (uerj) na cidade em 2016 este projeto de extensão se vincula ao desenvolvimento de uma recém iniciada pesquisa sobre arquitetura petropolitana pela mesma equipe docente com vistas a: 1) oferecer necessária contribuição para a consolidação da historiografia arquitetônica regional; 2) promover a valorização do patrimônio arquitetônico local a partir de ações extensionistas específicas visando beneficiar a comunidade petropolitana. Esperamos poder contribuir diretamente para o fortalecimento da prática do turismo arquitetônico no município através da divulgação dos resultados de nossos estudos ajudando a aumentar a promoção do interesse público sobre o rico patrimônio arquitetônico e urbanístico existente.","Arthur Campos Tavares Filho"
"“SOCIALIZAÇÃO E INCLUSÃO SOCIAL – MOVIMENTO DOS GRUPOS SOCIAIS” - CAMPO DA PSICOLOGIA SOCIAL DO TRABALHO E `DAS ORGANIZAÇÕES","O projeto “socialização e inclusão social – movimento dos grupos sociais” vincula-se à psicologia social do trabalho e organizacional e parte das discussões sobre a complexidade contemporânea e a importância de estudos integrados sobre relações sociais trabalho organizações e grupos sociais. Fundamenta-se em teorias dos processos grupais e organizacionais propondo a socialização como processo psicossocial que envolve o desenvolvimento dos sujeitos em novos contextos sociais culturais e institucionais. O objetivo central é criar espaços grupais de acolhimento e reflexão crítica onde os participantes possam compartilhar vivências ressignificar trajetórias e ampliar seus recursos pessoais e sociais com vistas à inclusão social. O trabalho é compreendido como dispositivo fundamental nesse processo ao promover pertencimento sentido e reconhecimento social. A atuação extensionista ocorre por meio de oficinas rodas de conversa grupos de acolhimento e ações colaborativas especialmente com pessoas em situação de refúgio migração forçada ou vulnerabilidade social. Desde 2018 o projeto estabelece parceria com o programa de atendimento a refugiados e solicitantes de refúgio (pares cáritas rj) e ao longo dos anos consolidou outras parcerias como o projeto parte (pessoas resgatadas do trabalho análogo à escravidão) aldeias infantis sos (operação acolhida/venezuelanos) núcleo de atendimento à família (naf – morro do banco itanhangá-rj-desempregados) a cátedra sérgio vieira de melo/uerj e o projeto interinstitucional “mulheres migrantes negras em diáspora no brasil” (unb uerj ufpe ufrgs ufjf ufac/cnpq). Essas parcerias possibilitam ações articuladas voltadas à escuta qualificada à orientação para o mundo do trabalho e ao fortalecimento de redes de apoio. Os resultados incluem: formação ampliada de estudantes pesquisas aplicadas contribuição às políticas públicas e acolhimento efetivo de populações em situação de vulnerabilidade.","Heloisa Helena Ferraz Ayres"
