"nome","resumo","coordenador"
"PROJETO CORAL UERJ","Propiciar à comunidade interna e externa através do canto em conjunto a prática da linguagem artística musical. Os seus diversos grupos: coral altivoz coral unati -neh coral infantil do cap uerj meio-dia em canto (oficina coral instrumental) e coral híbrido multicampi alguns em atividade há 30 anos (coral altivoz) dirigidos a públicos de características específicas promovem por meio de suas atividades (ensaios regulares e extraordinários apresentações gravação e intercâmbios) intensa programação cultural. Os conjuntos vêm realizando uma média de 40 apresentações anuais marcando sua presença em importantes datas do calendário universitário e promovendo uma interação entre os diversos departamentos e institutos ao mesmo tempo que representa a universidade no brasil e no exterior através de intercâmbios culturais publicação de livros e edição de cd's divulgando em diversas oportunidades a música brasileira através de concertos oficinas e workshops. Podemos citar entre outros benefícios aos participantes o cuidado com a saúde vocal o autoconhecimento da voz como instrumento de expressão o exercício da criatividade e o trabalho em equipe além da ampliação dos horizontes culturais realizando música de diversas geografias e períodos da história. Nos tempos de atividades remotas continuamos com encontros semanais em plataformas digitais e iniciamos a produção de gravações digitais de áudio e vídeo. Ao retomarmos nossas atividades presenciais incorporamos em nossas práticas alguns destes procedimentos. Estamos passando por um período transformações em relação ao uso de tecnologia e mesmo de acesso ao conhecimento com profundas influências na forma de se fazer arte. Nossa produção remota nos últimos anos aponta para o sentido de aprimoramento das ferramentas tecnológicas bem como o desenvolvimento de novas linguagens artísticas.","Mario Robert Assef"
"CENOGRAFIA EXPOGRÁFICA INCLUSIVA: AMPLIANDO O ACESSO AOS ESPAÇOS CULTURAIS DA UERJ.","O projeto tem como proposta analisar todo o processo que envolve a realização de uma exposição de arte nas galerias e nos espaços culturais da uerj desde a pesquisa a criação e a montagem visando a elaboração de uma expografia acessíveis para pessoas com deficiência física mobilidade reduzida deficiência visual e intelectual. Os espaços físicos os mobiliários as montagens os equipamentos e os suportes das obras serão averiguados e caso for necessário serão adequados respeitando as norma abnt nbr 9050/2020 que estabelece critérios e parâmetros técnicos para tornar os espaços culturais acessíveis buscando eliminar as barreiras físicas visuais tátil e sonora desse modo democratizar o acesso à cultura.","Rejane Manhães Da Rocha Faria"
"PROCESSOS INTERDISCIPLINARES NA MONTAGEM DE UMA EXPOSIÇÃO NAS GALERIAS DE ARTE DA UERJ","O projeto possibilita ao público em geral compreender e participar das etapas das montagens das exposições de arte desenvolvidas por profissionais que atuam na coordenadoria de exposição da uerj (coexpa) e realizadas nas galerias de arte da uerj. Processos múltiplos e interdisciplinares são vivenciados desde o planejamento a execução a exibição e a desmontagem dos espaços expográficos possibilitando dessa forma a democratização do conhecimento sobre produção artística e cultural de uma exposição de arte. Por meio de leituras conversas depoimentos atividades vídeos e atuação na prática de uma montagem de uma exposição pretende-se ensinar relatar experiência e também levantar questões relacionadas aos atuais desafios na área a fim de expandir o olhar e as discussões acerca deste campo de atuação. Um processo de formação extracurricular que articula a pesquisa e o ensino visando o enriquecimento de processos pedagógicos e interdisciplinar dentro e fora da academia visando à educação e a geração de aprendizado coletivo.","Rejane Manhães Da Rocha Faria"
"ECOMUSEU ILHA GRANDE E O TURISMO DE BASE COMUNITÁRIA COMO DESENVOLVIMENTO LOCAL","O projeto “ecomuseu ilha grande e turismo de base comunitária como desenvolvimento local criado em 2018 tem como proposta desenvolver ações que fomente e qualifique o turismo nas comunidades da ilha grande integrando a comunidade e universidade a partir da sustentabilidade social econômica e ambiental. Sendo o ecomuseu ilha grande uma ferramenta de transformação social desenvolvimento local e turismo consciente.","Vivianne Ribeiro Valença"
"MUSEU DO CÁRCER: CENTRO CULTURA E LIBERDADE NILCEIA FREIRE","O projeto tem como proposta registrar preservar e valorizar a memória prisional das comunidades da ilha grande especialmente da vila dois rios a partir da iniciativa do ecomuseu ilha grande/ museu do cárcere de elaborar o inventário humano nestes moradores que trabalharam no presídio. O inventário consiste nas entrevistas registro fotográfico e vídeo dos ex-funcionários presos e seus familiares que ainda permanecem residindo no local. Iremos montar uma exposição “dois rios em três tempos” que retratará as histórias e memórias prisionais contadas pela comunidade a partir do olhar de três gerações. O projeto visa também a recuperação das antigas instalações do presídio onde ficava localizada a enfermaria e ambulatório um patrimônio histórico que está sendo recuperado para ser o centro cultura e liberdade nilceia freire no qual serão realizadas atividades socioculturais e amostra expositiva de projetos deste caráter que são desenvolvidos nos presídios brasileiros.","Vivianne Ribeiro Valença"
"LUSO-BRASILIDADES: PRÁTICAS E TRÂNSITOS","O ""luso-brasilidades: práticas e trânsitos"" é um projeto de divulgação para o grande público e tem por objetivo refletir acerca dos temas que norteiam as possibilidades de diálogo entre portugal e brasil. Está sediado no real gabinete português de leitura (rgpl) no rio de janeiro do qual participam investigadores de diferentes áreas e instituições do estado do rio de janeiro vinculados aos dos grupos de pesquisa cadastrados no cnpq ligados ao centro de estudos do rgpl o polo de pesquisas luso-brasileiras (ufrj/rgpl) e pesquisas literárias luso-brasileiras (uerj/rgpl) assim como colaboradores de universidades e centros de estudos de universidades brasileiras e estrangeiras. Além de ampliar a difusão do conhecimento sobre temas e pesquisas que giram em torno das discussões literárias e históricas entre os dois países o projeto tem a finalidade de fomentar a participação de alunos servidores e do público em geral oferecendo uma divulgação maior por meio de atividades que contemplem debates e discussões. Com isso o projeto pretende contribuir para a permanência de uma reflexão que estabeleça um elo entre os vários agentes que compõem a comunidade externa e interna permitindo de igual maneira uma rede de trocas entre a universidade e o público fluminense como também entre a universidade e o público interessado nos temas que abrangem o projeto.","Carlos Eduardo Soares Da Cruz"
"POESIA FICÇÃO E CRÍTICA: EXERCÍCIOS COM AUTOR EXERCÍCIOS DE AUTOR","Projeto de extensão que objetiva fomentar o conhecimento a leitura e o debate dos livros de autores brasileiros contemporâneos na universidade de forma sistemática com ênfase na atividade crítica elaborada a partir desses encontros por críticos também convidados para este fim. Visa também oferecer aos alunos oficinas de criação literária coordenadas por escritores com experiência nessa dinâmica. O projeto prevê encontros com escritores críticos editores tradutores e demais agentes ligados à publicação de livros no presente.","Cristiane Brasileiro Mazocoli Silva"
"VICE-VERSA: RELAÇÕES INTERCULTURAIS NA PRÁTICA","No âmbito do projeto vice-versa pretende-se realizar atividades com o propósito de promover o diálogo intercultural através da elaboração de cursos e encontros com a produção de materiais que se inserem em atividades de pesquisa ou possuem antes um cunho pedagógico sobre temas presentes na literatura alemãs que possuem reverberações em outros espaços literários para além de sua cultura de origem (no caso debruçamo-nos primeiramente sobre os contos maravilhosos märchen em alemão). Isto também é proposto através do exercício da tradução sendo esta reconhecida como habilidade pertinente aos estudos e conhecimentos de língua estrangeira. Nesse sentido estão previstas atividades propiciadoras do diálogo entre as culturas brasileira e de expressão alemã para que se incremente a formação de um profissional capaz de criar espaços híbridos de troca de conhecimentos onde a língua alvo no caso a alemã esteja permanentemente confrontada com o substrato cultural daquele que a aprende formando-se um professor/ pesquisador com a consciência de que o momento de aprendizagem/ ensino de uma língua e literatura estrangeiras não é de negação ou esquecimento de sua cultura mas de promoção enriquecedora do confronto e do diálogo contribuindo para a formação da cidadania e da consciência de si enquanto ser mundo. O projeto visa a seleção de conteúdo sua consequente tradução e/ou didatização para uso em aulas que tratem de língua cultura e literatura alemã assim como a realização de workshops palestras e atividades afins no sentido de neles propiciar a divulgação de textos representativos das culturas dos países envolvidos no projeto com o propósito de promover o diálogo intercultural através do exercício da produção de conteúdos (como cursos e textos). A isso soma-se o fomento de atividades transdisciplinares congregando estudos culturais antropológicos históricos sociológicos lexicográficos linguísticos e literários.","Danilo Chiovatto Serpa"
"GRÉCIA ANTIGA EM MOVIMENTO","A grécia antiga está em alta e na moda. Mas não é de hoje que se tem explorado esta cultura nas artes e nas ciências divulgando seu rico material e facilitando o acesso a este mundo. O presente projeto pretende contribuir com este trabalho divulgando material já produzido mas também vasculhar referências desta cultura nas diversas manifestações artíticas. Neste mesmo caminho o projeto se propõe também a desenvolver leituras públicas encenações jograis e outras manifestações a partir do estudos de textos como forma aperfeiçoar o conhecimento no tema e publicizar material menos difundido.","Elisa Costa Brandao De Carvalho"
"DESCOBRINDO A CULTURA JAPONESA","“descobrindo a cultura japonesa” é um projeto de extensão focado na relação entre o brasil e o japão e procura divulgar a cultura japonesa para o público brasileiro e/ou lusófono. Nos dias de hoje podemos constatar facilmente que o público em geral tem mostrado interesse e curiosidade sobre a cultura japonesa seja pelo seu aspecto tradicional seja pelo contemporâneo. Por exemplo a culinária japonesa como sushi e sashimi; artes marciais como judô karatê jiu-jitsu; shiatsu (técnica de terapia corporal); ikebana (arranjos florais); origami (dobraduras de papel); cultura pop japonesa como mangá (histórias em quadrinho) e animê (desenhos animados) – são alguns exemplos da cultura japonesa que são amplamente conhecidos. Muitos apreciadores da cultura japonesa se tornaram nossos alunos da uerj e tiveram e continuam tendo oportunidades de estudar no japão por meio de intercâmbio ao longo das últimas duas décadas. Esses estudantes que vivenciaram uma temporada nesse país são importantes colaboradores na construção das relações acadêmicas e não-acadêmicas entre o brasil e o japão. Concomitantemente a nível institucional com a criação da cátedra jica-uerj promovemos eventos sobre língua e cultura japonesa; cooperação entre brasil-japão; programas de intercâmbios e bolsas de estudos no japão.","Elisa Massae Sasaki"
"BIBLIOTECA COMUNITÁRIA HÉLIO DE LA PEÑA: (TRANS)FORMANDO LEITURAS NO MORRO DA BABILÔNIA","Este projeto de extensão tem como objetivo fomentar o engajamento e a colaboração da universidade do estado do rio de janeiro (uerj) na iniciação e formação de leitores através do ambiente de uma biblioteca comunitária. Em seu papel de transformação social a biblioteca comunitária democratiza o acesso da população à riqueza do conhecimento humano documentada em seu acervo composto por livros de diversas áreas do saber com destaque para a literatura. Para estimular o contato de crianças adolescentes e adultos com obras literárias de um acervo já constituído o projeto integra uma rede de bibliotecas comunitárias localizadas na cidade do rio de janeiro com destaque para a unidade estabelecida no morro da babilônia denominada biblioteca hélio de la peña. Como parte da rede de produção e coordenação de bibliotecas comunitárias arabutã (que significa ‘pau-brasil’ em tupi-guarani) esta iniciativa se dedica a contribuir para a inclusão do acesso a acervos literários entre as estratégias educacionais de impacto na realidade das parcelas menos favorecidas da população urbana carioca. Ao tornar acessível a literatura oportunizar o desenvolvimento de agências culturais locais e encorajar o pensamento crítico o projeto viabiliza a leitura e seus múltiplos espaços de reflexão como práticas de transformação social e educacional estabelecendo uma conexão profunda e duradoura entre as camadas marginalizadas da sociedade e a universidade.","Felipe Fanuel Xavier Rodrigues"
"BIBLIOTECAS DE ESTUDOS DE LITERATURA DO PROGRAMA DE PÓS-GRADUAÇÃO EM LETRAS DA UERJ","Este projeto contribui para fomentar o acesso da comunidade leitora aos acervos das bibliotecas especializadas nos estudos de literatura da uerj. Como resultado do processo de tornar acessível o conhecimento sobre literatura o projeto engloba três subprojetos referentes à conservação de acervos significativos para a pesquisa acadêmica e literária na área de letras. O primeiro dos subprojetos contempla a ordenação e o funcionamento da biblioteca olímpio de souza andrade que homenageia um dos principais especialistas em euclides da cunha cujo acervo bibliográfico foi doado à uerj. O segundo subprojeto volta-se para a preservação do centro de estudos comparados que conta com um acervo com mais de 2.500 exemplares entre livros revistas e periódicos especializados. O terceiro subprojeto centra-se no banco de revistas e periódicos do programa de pós-graduação em letras tendo por finalidade manter atualizados os periódicos e as revistas do programa assim como preservar o intercâmbio de publicações com outros programas de pós-graduação do brasil e do exterior. Esses subprojetos possuem uma infraestrutura pronta derivada de recursos obtidos via edital da faperj vencido em 2010. A manutenção plena desse espaço potencializa o alcance educacional e cultural desse importante patrimônio público. Para que a riqueza intelectual desses acervos seja regularmente acessada por estudantes educadores e estudiosos solicitamos ao depext duas bolsas para alunos da universidade atuarem na ordenação e no funcionamento dos acervos. Dessa forma o projeto ampliará o impacto do conhecimento sobre literatura produzido e disponibilizado na uerj democratizando-o através do acesso às bibliotecas. Livros revistas e periódicos estarão disponíveis para livre consulta da comunidade interna e externa em valorização expressiva da pós-graduação em letras da uerj e do estado do rio de janeiro.","Felipe Fanuel Xavier Rodrigues"
"GALÍCIA TRANSATLÂNTICA","O projeto galícia transatlântica tem o objetivo de viabilizar a implementação de ações extensionistas que envolvam uma equipe de docentes discentes e pesquisadores comprometidos com a difusão da cultura da literatura e da língua galegas no brasil. Proposto por docentes com larga experiência na pesquisa de temas associados à cultura galega o projeto é realizado em articulação com o programa de estudos galegos da uerj – um programa consolidado que conta com um leitorado de galego produto de um convênio de colaboração sobre a consellería de educación e ordenación universitária da xunta de galicia e a uerj – com uma significativa rede de parcerias intra e interinstitucionais e com a participação de uma equipe qualificada. O projeto tenciona implementar um amplo conjunto de atividades extensionistas que promovam a difusão da língua da literatura e da cultura galegas sob a forma de cursos oficinas e eventos culturais por meio de atividades realizadas no âmbito uerjiano assim como em outras universidades instituições e centros culturais inclusive por via remota; propiciar oportunidades para o contato entre o público brasileiro e personalidades galegas de reconhecida importância nos âmbitos intelectual e cultural; subsidiar a realização de oficinas e cursos que tenham como principal objetivo promover a cultura galega junto ao público brasileiro; participar das atividades realizadas pelo proeg no âmbito da uerj contribuindo para a realização de eventos já consolidados como as jornadas de letras galegas; e oferecer oportunidades para que discentes dos cursos de língua e literaturas galegas oferecidas no instituto de letras deem prosseguimento aos seus estudos.","Henrique Marques Samyn"
"LETRASPRETAS","O projeto letraspretas almeja agregar mulheres negras alunas e ex-alunas da uerj que se dedicam ao estudo e à divulgação da produção literária intelectual e cultural de outras mulheres negras; assim se objetiva a promoção de ações transformadoras por meio de uma ampliação de saberes que facultem às mulheres negras possibilidades de atuação como agentes protagonistas articulando a universidade e a sociedade. Chancelado inicialmente junto ao proiniciar o projeto emergiu em 2017 reunindo alunas da uerj (negras e cotistas) que compartilhavam o propósito de estudar e divulgar a produção literária de mulheres negras. Já no primeiro ano o projeto se ampliou consideravelmente incorporando novas integrantes e expandindo suas frentes de atuação. Desde a sua implementação o letraspretas vem mantendo a publicação de um blog atualizado semanalmente com resenhas ensaios e relatos que já alcançou mais de 100.000 (cem mil) visualizações; a realização de eventos e atividades abarcando os âmbitos acadêmicos e culturais dentro e fora da uerj em escolas centros culturais e universidades inclusive em parceria com outros projetos (centro de estudos interculturais/uerj; projeto mulheres negras & escrita; labmere/iserj); a produção de um programa de rádio em parceria com o cte/uerj voltado à divulgação da trajetória biográfica intelectual e artística de mulheres negras; a realização de debates minicursos e rodas de leitura. Contemplado com bolsas de estágio interno complementar iniciação à docência e proatec duas vezes laureado com o prêmio da graduação fernando sgarbi lima e uma vez com menção honrosa o projeto almeja em 2024 manter a publicação do blog a produção do programa de rádio e uma agenda de atividades tanto online quanto presenciais.","Henrique Marques Samyn"
"HEBRAICANDO","O presente projeto pretende criar um canal para divulgação de material prático de hebraico para trabalho bem como abrir discussões com relação a temas pertinentes à língua e cultura semitas em especial à cultura judaica. Pretende-se facilitar o acesso a informações com dicas sugestões de materiais e divulgação de notícias pertinentes. Pretende-se também ser referência no que diz respeito aos estudos bíblicos na perspectiva da universidade laica promovendo diálogos acadêmicos com os diversos saberes bem como franquear e facilitar o acesso ao conhecimento e lutando contra todo tipo de discriminação e preconceito.","Isabel Arco Verde Santos"
"MEMÓRIAS EM LETRAS","A facilidade com que hoje registramos pequenos momentos de nossa vida contrastam com a dificuldade que tínhamos com tudo isso há alguns anos. Olhamos para traz e vemos que muita coisa se perdeu. As lembranças vão sendo apagadas e a história vai se perdendo. é certo que a memória não depende somente de fotos. é possível reconstruir a história de outras formas. O objetivo do projeto é reconstruir a memória do instituto de letras da uerj resgatando relatos fotos e depoimentos de alunos e docentes que por aqui passaram. é importante visualizar a história e evolução da instituição no decorrer do tempo para consolidar sua identidade entender seu papel na sociedade e estimular o sentimento de pertencimento na sociedade.","Isabel Arco Verde Santos"
"MOVIMENTOS POÉTICOS SUBURBANOS","A universidade tem se preocupado nos últimos anos em democratizar seu espaço dando oportunidade aos grupos que são excluídos pela condição racial ou social. Esta postura tem se mostrado eficaz como forma de reduzir as desigualdades sociais que existem em nosso país. A proposta de nosso projeto é voltar o olhar para os movimentos culturais do rio de janeiro com foco no funk e hip-hop promovendo um diálogo com a universidade.","Isabel Arco Verde Santos"
"ELONIHON - ESTUDOS MIDIÁTICOS","O elonihon - estudos midiáticos nasceu do crescente interesse pelos produtos midiáticos japoneses e como eles podem colaborar no ensino de língua e literatura bem como ajudar na compreensão de aspectos da cultura e sociedade japonesas. Através da contextualização da língua nesses materiais que ganham sentido nos frames cinematográficos o elo propõe-se a ser um instrumento de divulgação do japão da língua e da cultura japonesa para os alunos de graduação da uerj bem como para a comunidade externa. Paralelamente também visa construir e estruturar no âmbito da língua e cultura japonesas um campo de estudo para a semiótica da mídia a fim de por intermédio da análise de filmes e novelas do seus símbolos e metáforas para ser possível um novo approach com a cultura e sociedade japonesas e por conseguinte tentar construir novos inputs para o ensino de língua e literatura utilizando do viés midiático (incluindo também mídias não-eletrônicas) para realizar interações junto à comunidade acadêmica ou não. Além disso o projeto também produz conteúdo original sobre mídia e língua japonesa através de entrevistas e artigos com pesquisadores parceiros como pode ser observado nos episódios do nosso podcast nosso livro e canal no youtube bem como tenta atrair e colaborar para novas linhas de pesquisa sobre a temática de cinema e mídia japonesa em geral através da participação de acadêmicos com reconhecida produção bibliográfica na área.","Janete Da Silva Oliveira"
"ATELIÊ LITERÁRIO","Este projeto de extensão tem ações dedicadas a leitura e produção de textos de crítica literária escrita criativa e acadêmica incluindo a leitura crítica que esses atos implicam. Diversos públicos interessados em literatura e escrita na comunidade interna e externa à uerj podem ser beneficiados. Por convergirem com currículos dos cursos de letras porém as ações podem ser especialmente úteis a estudantes desses cursos uma vez que refletir e escrever sobre textos literários lhes é basilar. A escrita e a leitura literária conquanto sejam parte fundamental da formação profissional na área de letras por vezes têm aprofundamento limitado pelas circunstâncias e demandas curriculares na graduação. Faz-se necessária e significativa portanto a promoção constante de oportunidades e aporte extraclasse para ajudar a consolidar tais práticas textuais e ampliar debates para além da sala de aula. Este projeto objetiva oferecer oportunidades como essas com vistas a aprofundamento e diálogo em torno de textos literários e da produção escrita dos próprios participantes. Isso ocorre por meio de discussões em eixos temáticos diversos oficinas de escrita criativa e acadêmica e divulgação dos textos produzidos. Podemos resumir algumas das premissas teóricas e metodológicas subjacentes. A primeira é o ato de ler como ""constituir não reconstituir um sentido"" (goulemot 2001:108) isto é ler é atualizar fontes de forma autônoma não absorver sentidos estanques. Ademais leitura e escrita são práticas indissociáveis e ativas em contraposição à visão da leitura como ato passivo e à da escrita esquematizada e irrefletida. Ademais a reflexão dialógica é essencial ao desenvolvimento do pensamento crítico e sua divulgação democratizadora. (acrescenta-se que o projeto adota o nome writing hub em inglês além de ateliê escrita uerj em português a fim de alcançar o público de letras-inglês sem excluir outras pessoas—uma vez que atuamos no brasil e usamos portanto os dois idiomas.)","Luísa Leite Santos De Freitas"
